customer id,channel,Nearest_distance_cosco,Net Sales,Age,children count,Transaction_date,Martial status,Region,Loyality_flag,coupon amount,Customer_type,Race_cd,payment,Brands,Income,Orders groceries,Orders_cerials,Orders_chokolates,Orders dentals,Orders cosmetics,Orders_ready_eat,Orders_braverage,Orders_frozen,Loyality_amt,segments
3750,direct,44,606800,88,2,2016-07-28,0,Seattle,0,20,consumer,Hispanic,Mastercard," Christian Dior, SE*",4700,1,8,4,1,5,6,9,5,406,3
3273,direct,40,221813,15,3,2016-01-10,0,Boston,0,32,Homeoffice,Native,Mastercard, Beiersdorf AG*,4760,5,1,5,0,6,3,8,6,190,3
2820,Email,4,163812,45,4,2016-01-01,0,San Diego,0,12,consumer,black,Amex," Coty, Inc",3516,3,8,7,7,1,4,3,3,165,5
4432,store,48,548912,56,4,2016-11-19,0,Detroit,0,33,consumer,white,Mastercard, First Pacific Co,3966,4,4,7,6,6,3,9,2,375,5
1174,Email,32,642445,97,1,2016-07-25,1,Chicago,0,42,Homeoffice,Native,visa, Stanley Black & Decker,4212,8,2,7,7,2,1,10,1,267,5
8130,Email,26,148689,38,4,2017-11-09,0,San Francisco,1,27,Busines,Hispanic,Ewallet, General Mills,3322,9,5,4,4,5,10,7,4,248,4
5990,Email,27,160590,92,1,2016-03-29,1,Miami,1,46,Busines,Hispanic,Ewallet, Unicharm Corp,3900,2,9,1,8,10,8,9,4,457,3
5713,Mobile,39,944090,18,1,2017-01-12,0,Seattle,1,11,Busines,white,Ewallet, Adidas AG,4322,5,10,6,4,4,5,4,9,318,5
3069,store,16,984564,20,1,2017-03-01,0,Chicago,1,14,consumer,spanish,Mastercard, ITC Ltd,3089,9,1,8,5,5,2,2,8,235,4
5533,Email,12,950913,40,4,2017-09-17,0,Detroit,0,32,consumer,Hispanic,visa, Ralph Lauren Corp,4444,6,7,7,7,8,10,8,3,26,2
8165,Mobile,32,645751,64,4,2016-08-01,1,Baltimore,1,13,Homeoffice,asian,cash," Hasbro, Inc",3889,2,9,5,4,2,3,3,2,298,6
8580,store,11,607085,99,3,2017-05-26,0,Minneapolis–St. Paul,1,12,Homeoffice,white,visa, Mondelez International,3582,7,8,3,5,6,5,0,7,464,5
1542,direct,48,779108,96,2,2017-03-25,1,Phoenix,0,39,consumer,asian,cash, Kirin Holdings,3824,7,8,1,1,8,6,8,4,428,5
7063,Mobile,12,510608,33,2,2016-02-22,0,Philadelphia,0,7,consumer,Hispanic,cash, Shiseido Co,3246,0,5,6,10,7,3,7,3,234,6
3189,direct,40,303889,44,2,2017-06-10,0,Baltimore,0,50,consumer,white,cash," Christian Dior, SE*",3113,7,3,3,0,2,2,3,8,371,6
3243,store,25,134717,90,3,2017-04-22,0,Phoenix,0,25,consumer,asian,cash," Reynolds American, Inc",3135,6,4,10,6,6,1,0,5,104,5
2960,Email,18,975486,58,4,2016-02-08,1,Seattle,1,28,consumer,spanish,cash, China Mengniu Dairy Co,4524,0,3,6,10,9,9,6,3,82,3
4292,Email,47,610048,73,1,2016-01-06,1,Seattle,0,28,consumer,asian,Mastercard, Whirlpool Corp,4382,6,6,6,1,1,10,1,1,75,2
5680,store,12,495307,18,2,2017-03-19,0,Denver,0,28,consumer,spanish,Ewallet, Unicharm Corp,3190,9,5,10,4,7,4,5,5,117,1
7803,Mobile,17,896147,50,2,2017-01-08,0,Houston,1,31,consumer,Native,Mastercard, Associated British Foods,3104,6,8,4,7,2,2,0,2,223,6
3530,Mobile,16,386185,46,4,2016-12-03,1,Atlanta,0,45,Busines,Native,Ewallet, Unicharm Corp,4562,8,4,3,0,8,0,9,8,486,6
3254,store,12,922983,14,2,2016-01-19,0,Tampa–St. Petersburg,0,38,consumer,asian,visa, Brown-Forman,4398,7,10,9,10,1,3,7,6,135,3
4453,Email,41,930578,22,3,2016-11-13,0,Detroit,1,14,Busines,spanish,Mastercard," Grupo Bimbo, S",3711,7,4,6,5,3,10,5,7,434,4
2134,Email,40,905611,93,3,2017-08-12,1,Tampa–St. Petersburg,1,19,consumer,asian,cash," Saputo, Inc",3537,0,8,5,10,5,1,0,4,468,4
8037,direct,41,283544,15,2,2016-04-19,0,Denver,0,12,consumer,asian,Mastercard, PepsiCo,4422,10,7,6,4,6,3,8,9,148,3
8372,store,5,662330,42,1,2016-07-18,1,Detroit,0,9,Busines,Hispanic,visa, Husqvarna AB*,3700,4,9,1,2,7,7,9,5,487,2
7478,Mobile,39,919005,48,1,2016-11-02,1,Phoenix,0,4,Homeoffice,black,Amex, J,4180,0,3,8,4,4,4,7,10,166,5
3528,Email,7,778362,59,2,2016-08-22,1,Boston,1,34,Busines,black,visa, Mondelez International,4497,7,2,10,4,3,10,8,0,491,5
6442,direct,13,404208,58,2,2016-08-08,0,Tampa–St. Petersburg,1,4,Homeoffice,Hispanic,cash, RB*,3375,6,9,0,4,10,4,6,9,376,4
8423,store,45,360186,17,2,2016-12-03,0,Los Angeles,0,48,Homeoffice,spanish,Mastercard, Brown-Forman,3905,7,3,9,0,10,9,2,0,136,6
4997,Mobile,42,946825,70,1,2016-11-19,1,Dallas–Fort Worth,1,11,Busines,black,Amex, Imperial Brands PLC,4090,1,1,7,0,6,7,10,3,97,2
5344,Email,21,217663,72,4,2016-06-17,0,Phoenix,1,39,Homeoffice,white,Ewallet, Philip Morris International,4882,7,10,2,7,1,6,1,3,31,6
4805,direct,16,439318,35,1,2017-10-30,1,Houston,0,23,Homeoffice,Hispanic,visa, Hermes International*,4713,1,4,4,2,1,4,2,6,413,6
6720,direct,47,244566,30,3,2016-03-15,0,Denver,0,7,Homeoffice,Hispanic,Amex, BSH Hausgeräte,4225,7,7,5,6,2,8,7,7,195,1
2566,Mobile,32,188324,55,4,2016-11-03,0,"Washington, D.C",0,8,Busines,asian,cash, Thai Beverage Public Co,4890,5,0,7,2,6,10,8,6,209,4
3894,Mobile,20,942761,71,3,2017-03-06,0,Dallas–Fort Worth,1,3,consumer,Hispanic,cash, AB Electrolux,3047,2,9,7,6,1,7,3,8,422,5
4138,direct,20,694874,20,4,2016-07-15,1,New York,0,28,Busines,spanish,Amex, Sapporo Holdings Ltd,3457,10,4,5,4,3,5,6,3,199,3
8003,direct,34,404111,90,1,2016-02-23,1,Baltimore,1,29,Homeoffice,Hispanic,visa, WH Group Ltd,4150,3,0,0,2,4,0,5,10,250,1
3866,Mobile,49,903324,88,4,2016-03-12,0,Chicago,0,27,Homeoffice,Native,Amex, Associated British Foods,4569,2,4,9,4,8,10,2,5,59,6
3823,direct,24,10537,63,1,2017-05-26,1,Detroit,0,11,Homeoffice,asian,Ewallet, Shiseido Co,4287,0,5,0,3,0,10,3,3,212,4
8871,store,2,341898,82,2,2016-04-25,1,Minneapolis–St. Paul,1,39,consumer,Hispanic,Ewallet, WH Group Ltd,4829,1,2,4,4,1,5,8,0,304,6
2990,direct,1,828824,45,1,2016-09-07,0,Phoenix,1,27,consumer,black,Mastercard, Newell Brands,3058,8,3,3,9,7,10,7,10,237,2
6525,store,26,418047,44,4,2017-08-05,0,Riverside–San Bernardino,1,7,Busines,Hispanic,Ewallet, ITC Ltd,4420,8,9,5,10,1,4,5,10,438,2
5237,Email,7,573205,26,4,2017-02-19,0,Dallas–Fort Worth,1,8,consumer,spanish,visa, Beiersdorf AG*,4405,6,2,5,8,0,4,2,4,473,3
6045,Email,35,457681,42,1,2017-09-20,0,Detroit,1,39,Busines,asian,Amex, Parmalat SpA*,3126,8,9,10,0,7,5,3,10,335,1
1705,direct,35,82579,47,1,2017-08-24,1,Los Angeles,1,7,Busines,spanish,visa, Whirlpool Corp,3931,1,2,10,0,8,5,3,3,404,3
2141,Email,12,500813,27,3,2016-10-05,1,Phoenix,0,38,Busines,black,visa, PepsiCo,3275,0,1,6,5,8,1,10,9,281,4
8172,direct,21,564854,11,2,2017-06-26,0,Atlanta,0,32,Busines,white,Amex," Nike, Inc",4806,0,2,0,8,9,2,0,10,480,4
6404,store,45,354810,83,4,2017-12-15,0,Baltimore,1,5,Homeoffice,white,cash, Procter & Gamble,3940,9,2,5,4,1,10,0,2,234,4
6736,direct,29,119719,26,3,2017-06-25,1,Tampa–St. Petersburg,1,29,Homeoffice,white,cash, RB*,4426,8,5,8,0,10,5,6,9,388,2
4980,Mobile,29,893668,93,3,2016-06-07,1,New York,1,31,consumer,black,Mastercard, Altria Group,4615,9,6,6,6,0,5,0,10,443,1
5059,Mobile,21,830115,94,4,2017-01-04,1,Denver,0,5,Homeoffice,Native,Ewallet," Mattel, Inc",3257,4,2,10,9,0,10,6,3,399,5
2556,store,2,172743,23,1,2016-08-18,0,Philadelphia,0,47,consumer,asian,cash, Bayer Consumer Health,4495,0,9,10,2,10,8,2,8,351,1
1504,Email,39,742582,16,1,2016-04-26,0,Los Angeles,1,29,Homeoffice,Native,visa, Mondelez International,3202,6,3,2,3,6,0,10,0,156,4
4325,Mobile,4,766432,43,3,2017-04-22,1,Baltimore,1,16,Homeoffice,Native,Amex, Dr Pepper Snapple Group,3594,5,5,9,6,6,5,2,7,400,6
7725,Mobile,12,494358,60,4,2016-10-12,1,Atlanta,0,43,consumer,Hispanic,visa, Campbell Soup Company,3806,5,10,6,8,0,2,2,8,53,1
4832,store,31,102467,67,2,2017-05-05,1,Riverside–San Bernardino,1,28,Homeoffice,spanish,visa, Swatch Group SA*,4414,7,8,9,3,4,2,6,4,311,1
2192,Email,17,876187,67,4,2017-03-22,0,Houston,0,11,consumer,spanish,Mastercard, San Miguel Corp,4990,3,4,9,1,1,4,7,7,138,2
8494,store,11,828721,17,2,2017-12-29,1,Atlanta,0,34,Homeoffice,Native,Amex, Groupe SEB*,4507,4,5,6,7,3,1,10,8,177,2
3582,Email,39,295007,57,2,2017-08-31,0,Boston,1,41,Busines,Hispanic,Mastercard, Nipponham Group*,3288,9,5,1,0,8,2,10,6,384,1
4212,Mobile,37,933214,67,2,2017-12-08,1,Philadelphia,0,31,consumer,asian,Ewallet, Altria Group,3144,10,0,0,3,10,3,0,4,409,3
3391,store,14,327897,58,4,2016-12-06,1,Denver,0,47,Busines,asian,cash, Coca-Cola Co,4427,8,9,10,8,10,2,8,0,292,5
7051,store,9,569614,55,2,2016-09-21,1,Dallas–Fort Worth,0,26,consumer,black,visa, First Pacific Co,3671,9,10,10,9,2,5,3,3,445,5
3948,Email,37,726789,80,4,2017-05-31,0,Philadelphia,1,1,consumer,white,cash, Colgate-Palmolive Co,3468,2,0,2,1,7,8,0,6,175,5
6322,Mobile,44,410389,33,1,2016-08-16,1,Minneapolis–St. Paul,0,4,consumer,Native,cash, BSH Hausgeräte,4725,2,2,3,2,1,8,6,1,446,5
7755,Mobile,1,519823,30,1,2017-08-26,1,Boston,0,3,Homeoffice,black,Amex, Unilever N,3790,9,6,2,4,5,7,10,10,411,5
7864,direct,33,43113,11,3,2017-01-01,1,Philadelphia,1,25,Homeoffice,black,cash, Associated British Foods,4355,10,6,9,10,7,0,5,2,383,1
6599,Mobile,48,544626,43,3,2017-04-21,1,Baltimore,0,31,Homeoffice,asian,cash, Heineken Holding N,3356,8,10,6,1,7,6,5,6,391,1
6274,store,48,947559,14,4,2017-08-21,0,Seattle,0,41,consumer,spanish,Amex, Kering,3366,6,7,6,9,4,3,4,5,233,6
5590,Email,30,382915,69,4,2017-12-24,1,Baltimore,1,9,Busines,black,cash, Coca-Cola Co,4082,4,2,6,4,2,5,5,0,433,1
4000,Email,17,39257,48,1,2016-08-06,1,Philadelphia,1,46,Homeoffice,white,cash, Qingdao Haier Co,4240,6,8,5,3,2,10,8,7,305,5
8277,Mobile,46,314544,28,3,2016-05-05,0,Denver,1,6,Homeoffice,Native,Ewallet, Groupe SEB*,3957,3,2,6,8,10,9,10,3,290,4
7216,Mobile,49,483801,31,2,2016-03-02,0,Tampa–St. Petersburg,0,39,Busines,black,cash, Bayer Consumer Health,4935,0,3,7,4,4,8,1,6,25,5
2015,store,22,754632,42,4,2016-01-31,0,Dallas–Fort Worth,0,15,Homeoffice,Hispanic,Amex, 3M Co,3308,3,5,0,6,8,9,1,2,41,3
1399,Mobile,48,768990,35,2,2016-12-21,0,Boston,0,8,Busines,white,cash, British American Tobacco PLC,3558,6,0,5,6,6,7,7,5,198,4
7100,store,26,212847,95,2,2017-12-15,0,San Diego,1,40,Homeoffice,asian,Ewallet, PVH Corp,4585,7,7,9,9,7,1,7,3,234,1
8233,direct,31,967179,76,2,2017-03-15,1,Riverside–San Bernardino,1,30,consumer,black,cash, VF Corp,3133,5,1,8,6,4,1,1,0,266,4
7229,store,26,474070,80,4,2017-11-17,1,Seattle,1,1,consumer,black,Ewallet, PepsiCo,3932,2,4,8,2,4,1,4,0,161,2
3962,Email,6,359726,18,4,2016-02-26,0,"Washington, D.C",1,5,Homeoffice,spanish,Amex, Henkel AG,4235,3,7,3,3,2,5,9,10,299,4
2790,store,6,145404,90,1,2017-02-12,0,San Francisco,1,43,Busines,asian,Ewallet, Altria Group,3020,10,5,0,5,8,6,3,7,399,3
6053,store,25,423707,93,4,2016-11-04,1,Baltimore,1,48,Homeoffice,spanish,Ewallet, Imperial Brands PLC,4513,3,2,6,6,1,2,0,3,68,4
7056,direct,9,131263,96,1,2017-06-14,0,Minneapolis–St. Paul,1,50,consumer,Native,visa, Stanley Black & Decker,4909,8,1,1,5,8,2,2,5,175,1
5167,store,3,477297,99,4,2017-03-21,1,San Diego,0,39,Homeoffice,asian,Ewallet," Mattel, Inc",4506,0,4,4,1,8,9,2,1,96,4
8365,Email,35,183177,54,4,2016-02-17,1,Los Angeles,0,24,Busines,white,Mastercard, GlaxoSmithKline Consumer Healthcare,4082,8,6,0,9,4,7,2,4,407,4
4102,direct,2,175570,75,3,2016-09-12,0,Phoenix,1,48,consumer,white,visa, Post Holdings,3322,4,0,2,3,2,6,7,3,346,5
5657,direct,2,925576,46,2,2016-10-24,1,Detroit,1,41,consumer,spanish,Amex, Arcelik A,3461,10,10,4,0,7,1,5,3,202,6
2150,store,40,820968,47,3,2017-12-01,0,Phoenix,0,12,Homeoffice,Native,visa, Clorox Co,3072,3,0,2,9,3,6,5,10,320,3
6410,Mobile,43,420299,12,3,2017-12-24,0,"Washington, D.C",0,45,Homeoffice,black,Ewallet, Constellation Brands,3954,5,10,3,1,8,7,5,5,491,2
4319,Mobile,23,699955,54,4,2017-06-13,0,Miami,0,32,Homeoffice,spanish,cash, Beiersdorf AG*,4614,1,6,10,0,0,5,1,1,37,5
8835,direct,34,566891,11,4,2017-09-11,1,Philadelphia,0,49,Busines,black,cash, Carlsberg A/S*,4790,5,10,2,1,0,0,0,7,82,4
6891,direct,16,794617,80,2,2016-11-14,0,Phoenix,0,24,consumer,Hispanic,Amex, Pernod Ricard*,3758,4,7,3,10,1,10,4,7,323,4
7031,Email,6,906140,30,4,2017-11-03,0,Atlanta,0,20,Busines,Hispanic,Ewallet, Whirlpool Corp,4023,7,8,5,1,7,10,3,4,70,1
2259,Email,24,259066,87,2,2016-11-02,0,Seattle,0,3,consumer,Native,cash, AB Electrolux,4515,9,7,7,3,1,0,0,5,244,1
5016,direct,5,875941,12,4,2016-01-26,1,Minneapolis–St. Paul,1,48,Homeoffice,Hispanic,cash, Mondelez International,3988,4,0,10,3,0,4,1,4,429,1
8815,Mobile,28,502867,94,1,2017-06-07,0,Los Angeles,0,38,consumer,Hispanic,visa," Nike, Inc",3847,6,7,8,6,1,0,7,8,31,5
3354,Email,10,27150,80,3,2017-11-08,0,Atlanta,0,40,Busines,white,Amex, PVH Corp,4656,4,8,9,9,1,7,10,0,21,6
3720,store,47,129633,53,4,2016-01-31,0,San Diego,1,38,consumer,Native,cash, Thai Beverage Public Co,4302,6,5,2,0,5,9,1,8,173,3
6828,store,9,220908,65,1,2016-03-27,0,Minneapolis–St. Paul,1,17,Busines,white,Amex, Herbalife Ltd,3856,4,1,4,8,4,8,8,9,22,3
1983,direct,12,793620,31,3,2017-11-15,1,Boston,1,23,consumer,white,Amex, San Miguel Corp,4173,10,1,8,2,7,7,7,5,357,4
3900,direct,22,185187,58,2,2017-01-09,1,Miami,1,50,Homeoffice,Native,Mastercard, Hanesbrands,3993,1,4,6,9,10,0,8,7,407,6
8064,direct,39,784305,18,1,2017-07-10,0,Denver,0,28,Busines,asian,visa, Kimberly-Clark Corp,4259,8,2,7,5,10,10,7,6,237,4
1259,store,26,387289,29,4,2016-08-24,1,Los Angeles,0,39,Busines,asian,cash, British American Tobacco PLC,3338,0,8,10,1,4,8,1,9,216,3
3248,direct,41,396387,14,2,2017-08-05,1,Tampa–St. Petersburg,1,37,Busines,white,visa, PT Gudang Garam*,3279,0,10,10,10,0,0,2,5,336,5
5195,direct,37,951015,26,3,2016-04-06,0,"Washington, D.C",0,39,Busines,black,Amex, Thai Beverage Public Co,3163,3,4,3,5,1,3,2,7,269,6
1366,Email,16,247304,40,3,2017-04-27,0,Tampa–St. Petersburg,1,16,Busines,spanish,cash, McCormick & Co,4259,6,2,4,9,3,10,7,3,154,6
2725,Mobile,21,74624,97,2,2016-11-09,0,Phoenix,0,3,Busines,Hispanic,Ewallet, GlaxoSmithKline Consumer Healthcare,3139,1,6,0,2,6,1,0,6,146,6
2830,Mobile,38,674334,94,3,2016-10-25,1,Dallas–Fort Worth,0,12,consumer,spanish,Ewallet, Associated British Foods,3269,7,0,0,10,10,7,2,0,250,1
4985,Email,5,764288,50,2,2017-04-26,1,Baltimore,1,29,consumer,white,visa, Groupe SEB*,4736,3,6,3,8,9,3,9,3,268,6
6464,direct,10,673411,62,3,2017-04-07,0,Philadelphia,0,27,Homeoffice,asian,Ewallet," Mattel, Inc",3323,1,4,10,3,4,5,9,0,349,2
7315,Mobile,1,131814,60,1,2016-01-13,1,Phoenix,0,31,Homeoffice,Native,Ewallet, McCormick & Co,3843,10,0,4,7,1,4,5,7,447,4
2334,Email,19,107625,65,1,2017-08-28,1,New York,1,41,Homeoffice,Hispanic,Ewallet, Altria Group,3461,1,9,7,8,6,9,1,4,363,1
6487,direct,1,882353,88,2,2016-11-12,1,Los Angeles,1,43,Homeoffice,spanish,Ewallet, Nestlé SA*,4239,6,5,1,9,2,7,1,9,140,1
7073,direct,17,161799,49,4,2017-03-22,0,Baltimore,1,26,Homeoffice,white,visa, Shiseido Co,4255,9,2,3,0,4,1,8,10,406,5
8855,direct,6,752664,99,3,2017-12-19,0,Detroit,0,17,consumer,asian,Amex, Bayer Consumer Health,3841,2,0,9,8,7,2,6,4,344,1
2922,Email,25,767573,49,1,2016-11-13,0,Los Angeles,1,20,Busines,Native,cash, Fonterra Cooperative Group Ltd,3954,9,0,3,6,2,2,0,10,308,4
3328,Email,32,912937,62,4,2016-04-14,0,Seattle,0,8,Homeoffice,black,Amex, JBS S,3019,9,1,3,4,1,5,5,2,342,1
8213,Mobile,40,459439,49,4,2016-07-17,0,Atlanta,1,30,consumer,Hispanic,cash, JBS S,3553,4,6,8,7,8,2,8,10,418,1
8998,Mobile,43,155163,40,4,2016-12-01,0,Chicago,1,28,Homeoffice,white,Mastercard," Mattel, Inc",3623,8,8,7,6,3,1,8,7,33,1
8977,store,10,617011,61,2,2016-03-09,1,Boston,0,20,consumer,black,Ewallet, Husqvarna AB*,4555,8,9,7,10,0,7,3,10,399,1
2394,direct,50,209934,65,2,2016-12-23,0,Tampa–St. Petersburg,0,34,Homeoffice,Native,Mastercard, Japan Tobacco,3389,6,4,6,2,10,10,0,6,329,1
7784,direct,47,873544,69,1,2016-02-08,1,Chicago,1,19,Homeoffice,asian,Mastercard, Procter & Gamble,3959,7,6,0,1,6,9,8,9,461,6
3629,store,22,833138,42,2,2016-12-31,1,Riverside–San Bernardino,0,6,Busines,spanish,visa, Diageo PLC,4257,0,3,7,10,9,9,0,10,475,5
6713,direct,22,907469,83,4,2016-07-30,1,Phoenix,1,18,Homeoffice,black,Mastercard, Conagra Brands,3641,1,9,4,5,6,8,2,9,74,4
4281,Email,7,224626,28,1,2017-02-02,1,Boston,1,5,Busines,white,cash, WH Group Ltd,4128,6,3,7,1,6,0,3,6,118,2
4043,direct,31,150441,33,3,2017-08-17,0,New York,0,4,consumer,Native,Amex," Grupo Bimbo, S",3312,9,8,7,4,0,4,1,4,31,6
4493,Mobile,9,406425,41,2,2017-09-06,0,Philadelphia,0,29,Homeoffice,black,cash, British American Tobacco PLC,3565,6,1,1,7,1,10,9,7,30,3
6752,Mobile,39,503759,22,4,2017-01-20,0,Los Angeles,0,10,consumer,white,visa," Reynolds American, Inc",3608,4,10,4,10,6,8,9,9,381,2
6971,direct,5,573922,75,2,2017-07-13,1,Detroit,0,24,Busines,asian,cash," Mattel, Inc",4302,5,1,6,6,0,2,9,9,67,4
6996,direct,17,977670,66,4,2016-11-02,0,Phoenix,1,27,Busines,Native,visa, British American Tobacco PLC,3195,10,7,7,2,2,1,3,10,379,4
4398,store,9,849174,73,4,2017-06-05,0,Miami,0,31,Homeoffice,Native,visa, Kimberly-Clark Corp,3745,8,2,8,6,4,8,10,10,384,1
8783,direct,35,824822,86,4,2016-10-01,0,Phoenix,0,39,Busines,Hispanic,visa, British American Tobacco PLC,4897,10,1,3,9,9,9,9,1,29,3
5212,store,49,727242,95,4,2017-10-17,1,Boston,0,31,consumer,Hispanic,Amex, Thai Beverage Public Co,3853,9,4,8,6,7,4,2,9,492,3
3326,direct,33,70635,17,2,2016-11-27,0,Baltimore,1,47,Homeoffice,white,visa, Henkel AG,4427,9,1,5,1,2,8,4,10,261,5
7048,store,31,702130,84,1,2016-03-18,1,Detroit,0,25,consumer,white,visa, Clorox Co,4298,6,5,4,10,7,10,9,1,219,3
4697,store,1,579494,14,4,2016-07-19,1,Seattle,1,6,Busines,Native,Ewallet, Groupe SEB*,3235,6,3,8,4,2,10,10,3,461,5
5704,Email,33,196111,60,4,2017-05-01,1,Philadelphia,1,48,Homeoffice,spanish,cash, JBS S,4299,9,6,1,5,9,8,6,5,439,6
2815,Mobile,13,887589,41,2,2017-09-27,0,Detroit,0,18,consumer,Hispanic,Ewallet, First Pacific Co,4323,4,7,4,4,7,6,10,4,116,2
5457,Mobile,43,505963,73,1,2017-05-07,1,Boston,0,38,consumer,spanish,Mastercard, McCormick & Co,4556,4,9,0,8,2,10,4,8,66,3
2057,Email,14,682589,79,4,2016-11-08,0,Los Angeles,0,33,Homeoffice,white,cash, McCormick & Co,4065,6,9,1,10,7,9,6,7,358,5
2750,store,33,700017,11,1,2016-06-10,0,San Diego,0,15,Busines,black,visa, VF Corp,3653,10,2,2,10,8,9,4,10,224,2
8028,store,20,485566,21,2,2016-09-26,0,San Diego,0,5,consumer,Native,Ewallet, Hershey Co,3559,6,6,10,4,2,5,6,0,497,5
4042,direct,36,215798,12,1,2016-01-03,1,Philadelphia,1,24,Busines,asian,cash, Whirlpool Corp,3182,5,3,10,2,4,7,2,8,193,4
5349,Email,27,547280,68,3,2017-05-17,0,San Diego,1,8,Busines,black,Mastercard, Bandai Namco Holdings*,3923,6,7,8,1,3,8,5,5,460,5
6573,direct,7,769220,25,2,2016-01-29,0,Boston,0,37,Busines,spanish,Mastercard, Colgate-Palmolive Co,4687,2,6,1,3,8,10,9,4,413,3
4152,store,17,76517,15,4,2016-03-16,0,Chicago,1,27,Busines,spanish,Mastercard, Constellation Brands,3254,10,7,5,8,6,3,10,4,321,5
7560,direct,29,987751,25,1,2016-03-01,0,Atlanta,1,31,consumer,spanish,visa, PepsiCo,3592,4,8,10,3,5,5,7,9,213,3
1312,store,44,988831,68,4,2016-06-18,1,Atlanta,0,3,Busines,spanish,Ewallet, Parmalat SpA*,4110,10,5,9,0,1,7,0,2,315,3
5518,direct,44,279581,26,2,2017-08-20,0,Tampa–St. Petersburg,0,9,Homeoffice,asian,Amex, Henkel AG,3635,8,0,8,9,9,2,10,3,45,6
8972,Mobile,11,253027,55,3,2016-09-15,1,Boston,0,29,Homeoffice,Hispanic,visa, Sapporo Holdings Ltd,3550,5,8,4,4,6,6,1,8,170,5
5892,direct,15,392055,56,1,2017-11-21,1,Los Angeles,0,40,Homeoffice,Native,Mastercard, Tyson Foods,4441,9,8,5,6,0,9,10,10,404,5
5254,Email,46,896589,16,1,2016-02-20,1,Minneapolis–St. Paul,0,26,Busines,white,Mastercard, McCormick & Co,3192,3,10,2,7,9,8,2,2,395,1
2781,store,22,239849,53,2,2017-05-28,0,Minneapolis–St. Paul,1,21,Homeoffice,white,Amex, Hormel Foods,4088,4,4,0,6,0,6,6,6,483,3
7516,direct,17,717854,87,2,2017-02-05,1,"Washington, D.C",1,48,consumer,black,visa, PepsiCo,4701,0,1,6,5,6,4,8,1,120,2
6795,store,18,907582,27,1,2017-03-03,1,Chicago,0,49,Busines,white,Amex, Hershey Co,4512,3,1,2,0,7,10,10,7,160,3
6318,direct,32,534365,58,2,2017-10-15,0,Atlanta,0,17,consumer,Native,Ewallet, China Mengniu Dairy Co,4458,0,0,2,6,3,1,7,5,444,4
1193,direct,2,858250,40,1,2017-12-27,1,Los Angeles,0,27,consumer,white,Ewallet, Procter & Gamble,3065,4,5,6,2,3,6,0,9,74,4
5616,store,9,7407,55,2,2016-10-12,0,Detroit,0,13,Homeoffice,white,Ewallet, Heineken Holding N,4848,10,1,8,5,0,5,7,8,26,4
4372,Mobile,11,150593,85,3,2016-04-13,1,Boston,0,18,Homeoffice,black,Ewallet, JBS S,3567,3,0,8,10,2,1,8,4,311,3
2028,Mobile,1,86375,58,4,2016-03-01,1,San Francisco,1,6,Homeoffice,asian,Amex, Qingdao Haier Co,4749,8,9,0,1,0,5,5,5,458,5
4681,direct,43,839037,65,4,2017-10-01,0,Boston,1,33,consumer,spanish,Mastercard, Avon Products,4609,6,10,10,2,7,4,8,7,335,1
8083,Email,3,725943,83,2,2017-05-08,1,Minneapolis–St. Paul,1,43,Busines,spanish,visa," Mattel, Inc",3857,3,7,9,4,8,7,4,8,139,5
2371,direct,34,697904,27,4,2017-01-22,0,Baltimore,0,30,consumer,black,Amex, Imperial Brands PLC,4366,3,6,1,9,4,0,3,10,477,3
2612,Mobile,41,359196,44,4,2017-09-29,0,Philadelphia,1,35,consumer,black,Mastercard, J,4173,1,5,1,8,9,0,3,6,390,1
6255,Email,38,973006,12,2,2016-02-03,0,Denver,0,31,Busines,asian,cash, PT Gudang Garam*,3313,1,9,8,1,5,10,1,3,268,6
2965,Email,50,522727,35,2,2017-04-25,0,Los Angeles,0,46,Homeoffice,asian,Mastercard," Hasbro, Inc",3193,2,10,7,4,1,4,2,3,297,6
3450,Mobile,9,708765,61,4,2016-02-21,0,Atlanta,0,37,consumer,Native,visa, Kering,3246,4,5,10,0,8,6,7,4,293,6
7959,store,31,720884,24,1,2017-02-23,0,Houston,1,7,Busines,Native,Mastercard, Husqvarna AB*,3728,0,9,8,3,2,4,9,2,117,4
6333,Mobile,44,630714,77,1,2017-08-30,0,Boston,1,40,Busines,asian,Mastercard, Coca-Cola Co,3911,1,9,3,10,5,0,4,6,440,6
7579,Email,45,289706,31,1,2017-08-25,0,Minneapolis–St. Paul,1,6,Busines,Native,cash, Unilever N,4907,3,4,2,10,7,3,3,0,65,5
8892,Mobile,48,925919,49,1,2017-02-27,0,Denver,1,24,Homeoffice,asian,visa, Adidas AG,3603,2,2,4,5,4,8,2,5,224,6
1102,direct,40,480198,25,3,2017-02-17,1,Phoenix,1,16,consumer,white,Mastercard, Dean Foods Co,3393,4,3,2,0,0,1,0,0,311,1
5280,Email,44,671232,38,1,2016-10-11,0,Detroit,0,25,consumer,Hispanic,cash, Hormel Foods,3685,9,6,7,0,7,3,9,8,35,3
1787,direct,30,321266,99,2,2016-02-04,1,Detroit,0,15,consumer,black,visa, Hershey Co,3023,10,4,5,6,3,2,0,2,292,3
5161,Email,36,21451,13,2,2016-01-05,1,Phoenix,0,38,Busines,black,cash, Kirin Holdings,4452,1,3,3,0,2,8,4,3,100,3
